,City,State,Type,Population [2011],Sex Ratio,Median Age,Avg Temp,SWM,Toilets Avl,Water Purity,H Index,Female Population,# of hospitals,Foreign Visitors,Covid Cases
725,Wadi,Karnataka,TMC,37988.0,925.0,26.0,32.0,MEDIUM,63.0,115.0,0.7527325725987126,35139.0,26.0,636502.0,2403
726,Rameshwaram,Tamil Nadu,TP,37968.0,917.0,24.0,37.0,HIGH,94.0,127.0,0.469445237562228,34817.0,16.0,4684707.0,2199
727,Gowribidanur,Karnataka,CMC,37947.0,926.0,29.0,26.0,MEDIUM,94.0,198.0,0.3577192152423585,35139.0,20.0,636502.0,2683
728,Tasgaon,Maharashtra,MCl,37945.0,892.0,29.0,35.0,LOW,90.0,177.0,0.3895106660506772,33847.0,11.0,4408916.0,2584
729,Sikandra Rao,Uttar Pradesh,MB,37938.0,874.0,26.0,27.0,LOW,73.0,149.0,0.10663745547573245,33158.0,28.0,3104060.0,2270
730,Sihora,Madhya Pradesh,M,37870.0,914.0,29.0,32.0,HIGH,79.0,173.0,0.9987569952350459,34613.0,25.0,421365.0,2648
731,Tiruvuru,Andhra Pradesh,M,37802.0,905.0,24.0,27.0,LOW,66.0,164.0,0.7879152343855216,34211.0,27.0,237854.0,2170
732,Tiruvethipuram,Tamil Nadu,M,37802.0,907.0,29.0,26.0,HIGH,92.0,119.0,0.3952610826770647,34286.0,13.0,4684707.0,2628
733,Mehkar,Maharashtra,MCl,37715.0,893.0,23.0,31.0,HIGH,77.0,182.0,0.9693944314742913,33679.0,10.0,4408916.0,2052
734,Peringathur,Kerala,CT,37699.0,967.0,31.0,25.0,HIGH,100.0,138.0,0.17704954801987405,36455.0,18.0,977479.0,2995
735,Perambalur,Tamil Nadu,TP,37631.0,920.0,26.0,31.0,HIGH,70.0,154.0,0.8482909107576305,34621.0,29.0,4684707.0,2390
736,Manvi,Karnataka,TMC,37613.0,921.0,24.0,37.0,HIGH,95.0,144.0,0.8586629850360075,34642.0,15.0,636502.0,2208
737,Pattamundai,Odisha,M,37527.0,947.0,28.0,39.0,MEDIUM,76.0,144.0,0.2883366902501131,35538.0,18.0,66971.0,2649
738,Zunheboto,Nagaland,TC,37447.0,931.0,29.0,15.0,HIGH,91.0,144.0,0.14167686340025287,34863.0,13.0,2769.0,2697
739,Kanigiri,Andhra Pradesh,M,37420.0,905.0,28.0,33.0,MEDIUM,66.0,173.0,0.9991855280206662,33865.0,30.0,237854.0,2532
740,Mahnar Bazar,Bihar,M,37370.0,913.0,28.0,29.0,HIGH,54.0,194.0,0.01844197893379429,34119.0,25.0,923737.0,2554
741,Attingal,Kerala,M,37346.0,976.0,31.0,37.0,HIGH,75.0,134.0,0.646359901582806,36450.0,16.0,977479.0,3023
742,Shahbad,Haryana,MC,37289.0,829.0,24.0,33.0,MEDIUM,77.0,171.0,0.7899843638745375,30913.0,28.0,303118.0,1988
743,Puranpur,Uttar Pradesh,MB,37233.0,886.0,28.0,35.0,MEDIUM,66.0,195.0,0.37881201369475737,32988.0,12.0,3104060.0,2478
744,Nelamangala,Karnataka,TMC,37232.0,931.0,24.0,34.0,MEDIUM,78.0,134.0,0.38226519721413277,34663.0,19.0,636502.0,2232
745,Lalganj,Bihar,NAC,37000.0,919.0,29.0,36.0,LOW,54.0,168.0,0.2897090964732587,34003.0,19.0,923737.0,2663
746,Nakodar,Punjab,MCl,36973.0,873.0,26.0,31.0,LOW,61.0,171.0,0.26588958278708275,32277.0,14.0,242367.0,2268
747,Lunawada,Gujarat,M,36954.0,846.0,23.0,28.0,MEDIUM,68.0,103.0,0.035280469740038733,31263.0,19.0,284973.0,1944
748,Murshidabad,West Bengal,M,36947.0,945.0,23.0,36.0,MEDIUM,62.0,136.0,0.05639359595275528,34915.0,22.0,1489500.0,2172
749,Mahe,Puducherry,M,36828.0,1019.0,28.0,28.0,HIGH,98.0,138.0,0.06675218008438255,37528.0,27.0,106153.0,2851
750,Lanka,Assam,MB,36805.0,900.0,24.0,6.0,MEDIUM,63.0,145.0,0.6275556340756849,33125.0,15.0,24720.0,2158
751,Rudauli,Uttar Pradesh,MB,36776.0,889.0,25.0,37.0,HIGH,51.0,181.0,0.31338326279829554,32694.0,30.0,3104060.0,2220
